1997.042	363.09		0.6309
1997.125	364.03		0.6403
1997.208	364.51		0.6451
1997.292	366.35		0.6635
1997.375	366.64		0.6664
1997.458	365.59		0.6559
1997.542	364.31		0.6431
1997.625	362.25		0.6225
1997.708	360.29		0.6029
1997.792	360.82		0.6082
1997.875	362.49		0.6249
1997.958	364.38		0.6438
1998.042	365.26		0.6526
1998.125	365.98		0.6598
1998.208	367.24		0.6724
1998.292	368.66		0.6866
1998.375	369.42		0.6942
1998.458	368.99		0.6899
1998.542	367.82		0.6782
1998.625	365.95		0.6595
1998.708	364.02		0.6402
1998.792	364.4		0.644
1998.875	365.52		0.6552
1998.958	367.13		0.6713
1999.042	368.18		0.6818
1999.125	369.07		0.6907
1999.208	369.68		0.6968
1999.292	370.99		0.7099
1999.375	370.96		0.7096
1999.458	370.3		0.703
1999.542	369.45		0.6945
1999.625	366.9		0.669
1999.708	364.81		0.6481
1999.792	365.37		0.6537
1999.875	366.72		0.6672
1999.958	368.1		0.681
2000.042	369.29		0.6929
2000.125	369.54		0.6954
2000.208	370.6		0.706
2000.292	371.82		0.7182
2000.375	371.58		0.7158
2000.458	371.7		0.717
2000.542	369.86		0.6986
2000.625	368.13		0.6813
2000.708	367		0.67
2000.792	367.03		0.6703
2000.875	368.37		0.6837
2000.958	369.67		0.6967
2001.042	370.59		0.7059
2001.125	371.51		0.7151
2001.208	372.43		0.7243
2001.292	373.37		0.7337
2001.375	373.85		0.7385
2001.458	373.21		0.7321
2001.542	371.51		0.7151
2001.625	369.61		0.6961
2001.708	368.18		0.6818
2001.792	368.45		0.6845
2001.875	369.76		0.6976
2001.958	371.24		0.7124
2002.042	372.53		0.7253
2002.125	373.2		0.732
2002.208	374.12		0.7412
2002.292	375.02		0.7502
2002.375	375.76		0.7576
2002.458	375.52		0.7552
2002.542	374.01		0.7401
2002.625	371.85		0.7185
2002.708	370.75		0.7075
2002.792	370.55		0.7055
2002.875	372.25		0.7225
2002.958	373.79		0.7379
2003.042	374.88		0.7488
2003.125	375.64		0.7564
2003.208	376.46		0.7646
2003.292	377.73		0.7773
2003.375	378.6		0.786
2003.458	378.28		0.7828
2003.542	376.7		0.767
2003.625	374.38		0.7438
2003.708	373.17		0.7317
2003.792	373.14		0.7314
2003.875	374.66		0.7466
2003.958	375.99		0.7599
2004.042	377		0.77
2004.125	377.87		0.7787
2004.208	378.88		0.7888
2004.292	380.35		0.8035
2004.375	380.62		0.8062
2004.458	379.69		0.7969
2004.542	377.47		0.7747
2004.625	376.01		0.7601
2004.708	374.25		0.7425
2004.792	374.46		0.7446
2004.875	376.16		0.7616
2004.958	377.51		0.7751
2005.042	378.46		0.7846
2005.125	379.73		0.7973
2005.208	380.77		0.8077
2005.292	382.29		0.8229
2005.375	382.45		0.8245
2005.458	382.21		0.8221
2005.542	380.74		0.8074
2005.625	378.74		0.7874
2005.708	376.7		0.767
2005.792	377		0.77
2005.875	378.35		0.7835
2005.958	380.11		0.8011
2006.042	381.38		0.8138
2006.125	382.19		0.8219
2006.208	382.67		0.8267
2006.292	384.61		0.8461
2006.375	385.03		0.8503
2006.458	384.05		0.8405
2006.542	382.46		0.8246
2006.625	380.41		0.8041
2006.708	378.85		0.7885
2006.792	379.13		0.7913
2006.875	380.15		0.8015
2006.958	381.82		0.8182
2007.042	382.89		0.8289
2007.125	383.9		0.839
2007.208	384.58		0.8458
2007.292	386.5		0.865
2007.375	386.56		0.8656
2007.458	386.1		0.861
2007.542	384.5		0.845
2007.625	381.99		0.8199
2007.708	380.96		0.8096
2007.792	381.12		0.8112
2007.875	382.45		0.8245
2007.958	383.95		0.8395
2008.042	385.52		0.8552
2008.125	385.82		0.8582
2008.208	386.03		0.8603
2008.292	387.21		0.8721
2008.375	388.54		0.8854
2008.458	387.76		0.8776
2008.542	386.36		0.8636
2008.625	384.09		0.8409
2008.708	383.18		0.8318
2008.792	382.99		0.8299
2008.875	384.19		0.8419
2008.958	385.56		0.8556
2009.042	386.94		0.8694
2009.125	387.48		0.8748
2009.208	388.82		0.8882
2009.292	389.55		0.8955
2009.375	390.14		0.9014
2009.458	389.48		0.8948
2009.542	388.03		0.8803
2009.625	386.11		0.8611
2009.708	384.74		0.8474
2009.792	384.43		0.8443
2009.875	386.02		0.8602
2009.958	387.42		0.8742
2010.042	388.71		0.8871
2010.125	390.2		0.902
2010.208	391.17		0.9117
2010.292	392.46		0.9246
2010.375	393		0.93
2010.458	392.15		0.9215
2010.542	390.2		0.902
2010.625	388.35		0.8835
2010.708	386.85		0.8685
2010.792	387.24		0.8724
2010.875	388.67		0.8867
2010.958	389.79		0.8979
2011.042	391.33		0.9133
2011.125	391.86		0.9186
2011.208	392.6		0.926
2011.292	393.25		0.9325
2011.375	394.19		0.9419
2011.458	393.74		0.9374
2011.542	392.51		0.9251
2011.625	390.13		0.9013
2011.708	389.08		0.8908
2011.792	389		0.89
2011.875	390.28		0.9028
2011.958	391.86		0.9186
2012.042	393.12		0.9312
2012.125	393.86		0.9386
2012.208	394.4		0.944
2012.292	396.18		0.9618
2012.375	396.74		0.9674
2012.458	395.71		0.9571
2012.542	394.36		0.9436
2012.625	392.39		0.9239
2012.708	391.11		0.9111
2012.792	391.05		0.9105
2012.875	392.98		0.9298
2012.958	394.34		0.9434
2013.042	395.55		0.9555
2013.125	396.8		0.968
2013.208	397.43		0.9743
2013.292	398.41		0.9841
2013.375	399.79		0.9979
2013.458	398.61		0.9861
2013.542	397.32		0.9732
2013.625	395.2		0.952
2013.708	393.45		0.9345
2013.792	393.7		0.937
2013.875	395.16		0.9516
2013.958	396.84		0.9684
2014.042	397.85		0.9785
2014.125	398.01		0.9801
2014.208	399.77		0.9977
2014.292	401.38		1.0138
2014.375	401.78		1.0178
2014.458	401.25		1.0125
2014.542	399.1		0.991
2014.625	397.03		0.9703
2014.708	395.38		0.9538
2014.792	396.03		0.9603
2014.875	397.28		0.9728
2014.958	398.91		0.9891
2015.042	399.98		0.9998
2015.125	400.28		1.0028
2015.208	401.54		1.0154
2015.292	403.28		1.0328
2015.375	403.96		1.0396
2015.458	402.8		1.028
2015.542	401.31		1.0131
2015.625	398.93		0.9893
2015.708	397.63		0.9763
2015.792	398.29		0.9829
2015.875	400.16		1.0016
2015.958	401.85		1.0185
2016.042	402.52		1.0252
2016.125	404.04		1.0404
2016.208	404.83		1.0483
2016.292	407.42		1.0742
2016.375	407.7		1.077
2016.458	406.81		1.0681
2016.542	404.39		1.0439
2016.625	402.25		1.0225
2016.708	401.03		1.0103
2016.792	401.57		1.0157
2016.875	403.53		1.0353
2016.958	404.42		1.0442
2017.042	406.13		1.0613
2017.125	406.42		1.0642
2017.208	407.18		1.0718
2017.292	409		1.09
2017.375	409.65		1.0965
