date	value
1993.0417	0.37
1993.125	0.39
1993.2083	0.35
1993.2917	0.27
1993.375	0.26
1993.4583	0.23
1993.5417	0.28
1993.625	0.13
1993.7083	0.11
1993.7917	0.23
1993.875	0.07
1993.9583	0.19
1994.0417	0.3
1994.125	0.04
1994.2083	0.26
1994.2917	0.41
1994.375	0.28
1994.4583	0.42
1994.5417	0.32
1994.625	0.23
1994.7083	0.32
1994.7917	0.42
1994.875	0.46
1994.9583	0.36
1995.0417	0.5
1995.125	0.77
1995.2083	0.45
1995.2917	0.47
1995.375	0.28
1995.4583	0.44
1995.5417	0.48
1995.625	0.47
1995.7083	0.34
1995.7917	0.48
1995.875	0.44
1995.9583	0.29
1996.0417	0.27
1996.125	0.49
1996.2083	0.33
1996.2917	0.38
1996.375	0.29
1996.4583	0.26
1996.5417	0.37
1996.625	0.49
1996.7083	0.27
1996.7917	0.2
1996.875	0.42
1996.9583	0.41
1997.0417	0.32
1997.125	0.37
1997.2083	0.52
1997.2917	0.37
1997.375	0.39
1997.4583	0.54
1997.5417	0.35
1997.625	0.42
1997.7083	0.55
1997.7917	0.64
1997.875	0.66
1997.9583	0.6
1998.0417	0.61
1998.125	0.9
1998.2083	0.63
1998.2917	0.63
1998.375	0.7
1998.4583	0.78
1998.5417	0.71
1998.625	0.68
1998.7083	0.45
1998.7917	0.46
1998.875	0.5
1998.9583	0.56
1999.0417	0.48
1999.125	0.66
1999.2083	0.34
1999.2917	0.33
1999.375	0.33
1999.4583	0.37
1999.5417	0.4
1999.625	0.34
1999.7083	0.43
1999.7917	0.43
1999.875	0.42
1999.9583	0.46
2000.0417	0.26
2000.125	0.58
2000.2083	0.59
2000.2917	0.59
2000.375	0.39
2000.4583	0.43
2000.5417	0.41
2000.625	0.43
2000.7083	0.42
2000.7917	0.29
2000.875	0.34
2000.9583	0.3
2001.0417	0.43
2001.125	0.45
2001.2083	0.57
2001.2917	0.52
2001.375	0.58
2001.4583	0.54
2001.5417	0.61
2001.625	0.48
2001.7083	0.55
2001.7917	0.51
2001.875	0.7
2001.9583	0.55
2002.0417	0.74
2002.125	0.76
2002.2083	0.91
2002.2917	0.58
2002.375	0.64
2002.4583	0.53
2002.5417	0.62
2002.625	0.55
2002.7083	0.65
2002.7917	0.57
2002.875	0.59
2002.9583	0.43
2003.0417	0.73
2003.125	0.55
2003.2083	0.57
2003.2917	0.55
2003.375	0.62
2003.4583	0.48
2003.5417	0.55
2003.625	0.66
2003.7083	0.66
2003.7917	0.75
2003.875	0.54
2003.9583	0.74
2004.0417	0.58
2004.125	0.7
2004.2083	0.63
2004.2917	0.61
2004.375	0.41
2004.4583	0.43
2004.5417	0.25
2004.625	0.45
2004.7083	0.53
2004.7917	0.65
2004.875	0.72
2004.9583	0.49
2005.0417	0.7
2005.125	0.56
2005.2083	0.71
2005.2917	0.69
2005.375	0.65
2005.4583	0.66
2005.5417	0.65
2005.625	0.62
2005.7083	0.78
2005.7917	0.8
2005.875	0.75
2005.9583	0.68
2006.0417	0.57
2006.125	0.69
2006.2083	0.62
2006.2917	0.5
2006.375	0.46
2006.4583	0.64
2006.5417	0.54
2006.625	0.71
2006.7083	0.64
2006.7917	0.69
2006.875	0.72
2006.9583	0.77
2007.0417	0.96
2007.125	0.7
2007.2083	0.7
2007.2917	0.76
2007.375	0.68
2007.4583	0.58
2007.5417	0.62
2007.625	0.6
2007.7083	0.64
2007.7917	0.6
2007.875	0.57
2007.9583	0.49
2008.0417	0.25
2008.125	0.36
2008.2083	0.73
2008.2917	0.53
2008.375	0.5
2008.4583	0.48
2008.5417	0.6
2008.625	0.44
2008.7083	0.65
2008.7917	0.67
2008.875	0.67
2008.9583	0.54
2009.0417	0.61
2009.125	0.52
2009.2083	0.53
2009.2917	0.61
2009.375	0.65
2009.4583	0.65
2009.5417	0.72
2009.625	0.66
2009.7083	0.7
2009.7917	0.65
2009.875	0.77
2009.9583	0.65
2010.0417	0.73
2010.125	0.79
2010.2083	0.92
2010.2917	0.87
2010.375	0.74
2010.4583	0.64
2010.5417	0.62
2010.625	0.65
2010.7083	0.61
2010.7917	0.71
2010.875	0.79
2010.9583	0.48
2011.0417	0.51
2011.125	0.53
2011.2083	0.64
2011.2917	0.65
2011.375	0.53
2011.4583	0.59
2011.5417	0.73
2011.625	0.73
2011.7083	0.56
2011.7917	0.66
2011.875	0.56
2011.9583	0.54
2012.0417	0.46
2012.125	0.49
2012.2083	0.57
2012.2917	0.69
2012.375	0.76
2012.4583	0.62
2012.5417	0.57
2012.625	0.63
2012.7083	0.76
2012.7917	0.78
2012.875	0.75
2012.9583	0.53
2013.0417	0.68
2013.125	0.55
2013.2083	0.65
2013.2917	0.52
2013.375	0.61
2013.4583	0.66
2013.5417	0.59
2013.625	0.67
2013.7083	0.78
2013.7917	0.69
2013.875	0.81
2013.9583	0.67
2014.0417	0.74
2014.125	0.52
2014.2083	0.77
2014.2917	0.79
2014.375	0.87
2014.4583	0.66
2014.5417	0.58
2014.625	0.82
2014.7083	0.91
2014.7917	0.86
2014.875	0.68
2014.9583	0.79
2015.0417	0.82
2015.125	0.87
2015.2083	0.91
2015.2917	0.74
2015.375	0.77
2015.4583	0.78
2015.5417	0.72
2015.625	0.79
2015.7083	0.82
2015.7917	1.07
2015.875	1.02
2015.9583	1.11
2016.0417	1.15
2016.125	1.34
2016.2083	1.3
2016.2917	1.08
2016.375	0.93
2016.4583	0.78
2016.5417	0.83
2016.625	0.99
2016.7083	0.88
2016.7917	0.88
2016.875	0.88
2016.9583	0.78
2017.0417	0.9
2017.125	1.08
2017.2083	1.12
2017.2917	0.88
2017.375	0.88
